loss,val_loss
0.08612363040447235,0.15132445096969604
0.07875555008649826,0.12488941103219986
0.07054018974304199,0.10077570378780365
0.05844323709607124,0.09277770668268204
0.05816803127527237,0.08180420100688934
0.05833252891898155,0.0753842294216156
0.05432114750146866,0.07574315369129181
0.046145372092723846,0.07282884418964386
0.05629785731434822,0.07158542424440384
0.05340021476149559,0.07150929421186447
0.05434250831604004,0.06222124770283699
0.05678204819560051,0.06080484390258789
0.045731451362371445,0.05799663066864014
0.055225349962711334,0.05669942870736122
0.05255429819226265,0.05405711010098457
0.04749329760670662,0.05278835818171501
0.04344678670167923,0.048713475465774536
0.039246950298547745,0.04508523643016815
0.03786294534802437,0.04060764238238335
0.03931025043129921,0.04049699008464813
0.039285775274038315,0.03878113999962807
0.034445006400346756,0.03778901323676109
0.030941305682063103,0.034772153943777084
0.032083455473184586,0.03367156535387039
0.026649245992302895,0.031115449965000153
0.02625943347811699,0.029651528224349022
0.025672122836112976,0.028240667656064034
0.02065265364944935,0.026667697355151176
0.0233899112790823,0.025675171986222267
0.021801134571433067,0.025694705545902252
0.021601440384984016,0.024852419272065163
0.019172102212905884,0.02349170297384262
0.02024354413151741,0.016105158254504204
0.020353319123387337,0.014949210919439793
0.01964939385652542,0.014110751450061798
0.018686765804886818,0.013826977461576462
0.016803083941340446,0.01350532565265894
0.016437020152807236,0.013240162283182144
0.01787986233830452,0.012096953578293324
0.020225608721375465,0.01201211754232645
0.014429434202611446,0.011494709178805351
0.020242860540747643,0.01381100993603468
0.017361335456371307,0.009771513752639294
0.022239934653043747,0.008656486868858337
0.0164235420525074,0.010783924721181393
0.017183877527713776,0.012455015443265438
0.018903905525803566,0.008117388002574444
0.02130229026079178,0.009659483097493649
0.01412571407854557,0.007939792238175869
0.017010284587740898,0.009394917637109756
0.01687786728143692,0.0079979058355093
0.01625712402164936,0.008698323741555214
0.016635773703455925,0.008101318962872028
0.014737202785909176,0.00784754566848278
0.01439620740711689,0.008540415205061436
0.014876270666718483,0.012168719433248043
0.01367212738841772,0.008908948861062527
