loss,val_loss
0.04902563989162445,0.04576730355620384
0.04676411673426628,0.04351631924510002
0.04894266277551651,0.043167971074581146
0.0465831495821476,0.04087341949343681
0.040759071707725525,0.037802424281835556
0.03820061683654785,0.03558661788702011
0.039548177272081375,0.034513331949710846
0.03798408806324005,0.03339710831642151
0.03511905297636986,0.031666044145822525
0.03388289734721184,0.031020883470773697
0.029339071363210678,0.030203791335225105
0.031948864459991455,0.026925308629870415
0.02548854611814022,0.02717871405184269
0.025549951940774918,0.025665506720542908
0.025321152061223984,0.023648299276828766
0.023739542812108994,0.023188775405287743
0.022366851568222046,0.021166039630770683
0.02039140649139881,0.019862081855535507
0.021410785615444183,0.020038152113556862
0.019272876903414726,0.01895233616232872
0.018488239496946335,0.018490759655833244
0.017296364530920982,0.017923105508089066
0.015498403459787369,0.017482416704297066
0.018697168678045273,0.01725298911333084
0.01695728860795498,0.018185244873166084
0.015460420399904251,0.01710551790893078
0.017015879973769188,0.01566370576620102
0.01812036707997322,0.015170947648584843
0.015296906232833862,0.015051394701004028
0.016624964773654938,0.015063063241541386
0.015333264134824276,0.01560530997812748
0.014850495383143425,0.014581904746592045
0.015992937609553337,0.014248431660234928
0.013983573764562607,0.014178873971104622
0.013684655539691448,0.01457261759787798
0.01352172065526247,0.014519374817609787
0.012998996302485466,0.014640686102211475
0.013287078589200974,0.014538047835230827
0.012455982156097889,0.014696545898914337
0.013537083752453327,0.014354235492646694
0.012952943332493305,0.01476583443582058
0.011959206312894821,0.01478266716003418
0.013283544220030308,0.016605110839009285
0.011899393983185291,0.014984049834311008
0.011211216449737549,0.015585859306156635
0.010795248672366142,0.015485592186450958
0.011259373277425766,0.015367806889116764
0.011605333536863327,0.014932268299162388
0.012846066616475582,0.014792813919484615
0.01090160757303238,0.016894543543457985
0.012260430492460728,0.015094278380274773
